14003,17078
14020,13870
14023,17762
14076,24462
14081,15022
14086,11415
14091,15508
14099,14891
14125,31435
14147,14551
14153,26221
14174,15003
14176,16415
14180,12222
14182,16976
14190,19071
14191,13221
14197,14819
14201,14498
14210,10943
14211,11156
14212,18034
14228,10576
14230,22907
14231,17787
14253,12902
14258,10812
14280,10211
14295,28306
14296,17138
14298,28560
14307,9188
14316,3387
14318,5521
14319,5399
14322,6117
14328,3859
14331,7788
14338,7572
14343,3303
14358,5366
14362,3540
14370,3932
14371,4168
14410,4320
14416,3121
14418,4532
14438,9788
14447,4657
14451,4267
14477,5086
14481,3398
14486,4518
14487,4752
14511,3238
14518,9077
14525,9834
14537,7895
14544,3386
14547,5198
14554,4507
14561,7807
14566,6997
14577,10956
14603,4371
14614,3524
14640,3266
14658,3637
14675,10990
14678,10503
14688,3945
14692,5796
14701,4373
14705,3280
14711,11643
14712,3645
14720,4471
14724,6953
14733,6303
14734,4110
14743,8239
14750,7858
14753,4624
14755,6058
14758,9781
14760,6710
14839,25491
14841,12988
14845,30909
14847,23269
14850,24878
14856,11135
14861,9758
14864,22987
14865,10198
14866,13112
14873,20011
14882,15031
14898,25372
14907,12945
14923,11210
14933,10846
14934,38034
14935,15209
14943,23723
14969,8486
14979,15035
14987,10452
15002,23381
15005,9565
15010,11824
15011,18217
15013,19411
15026,16861
15038,8390
15041,8351
15049,14942
15051,11607
15062,11861
15064,13210
15077,9639
15086,15268
15109,24076
15127,28661
15143,9090
15157,15903
15158,13968
15162,5755
15171,3911
15178,5260
15180,4249
15188,5381
15191,5115
15194,5288
15197,7857
15218,4079
15227,8006
15235,12635
15238,7813
15244,3250
15246,6902
15258,12147
15267,5095
15274,4127
15277,3719
15282,3396
15283,5021
15291,6302
15294,6968
15296,3328
15300,6124
15303,3569
15306,3346
15312,5089
15313,4657
15321,4393
15325,3665
15349,7970
15350,3523
15353,4703
15355,13035
15396,3971
15414,5080
15427,2754
15432,5098
15452,3384
15490,5136
15512,6709
15513,3371
15521,9887
15530,9065
15534,3471
15551,4342
15553,11542
15560,11578
15584,10486
15586,8480
15597,14396
15601,4415
15670,22566
15672,11909
15695,21933
15707,21384
15727,11914
15735,12281
15749,14000
15752,26239
15754,15179
15760,10918
15769,14952
15781,16139
15792,12116
15800,18300
15801,14674
15803,14563
15807,8877
15810,12303
15811,8128
15814,10589
15818,12865
15826,24168
15835,14529
15837,23781
15839,13358
15872,24681
15886,10733
15896,12643
15911,13052
15917,15150
15931,22255
15938,15119
15946,28524
15948,15270
15956,7601
15975,9925
15980,7836
15982,8611
15984,8210
15987,4740
15996,8989
16044,4551
16046,3494
16047,5276
16048,5942
16074,5113
16075,4470
16078,4875
16080,6032
16110,12358
16120,4067
16121,5064
16122,8848
16125,3951
16128,5899
16144,3334
16168,7805
16178,3395
16181,10682
16196,4409
16199,3246
16207,6308
16208,4066
16216,3384
16218,5237
16229,2782
16238,1995
16242,8205
16245,5064
16250,11347
16251,3634
16254,3845
16263,3687
16311,3518
16314,10631
16322,11499
16331,3767
16335,3350
16344,8205
16352,5286
16362,4014
16376,3110
16382,10737
16384,3986
16385,4145
16394,9505
16398,5019
16400,3226
16403,6292
16428,4341
16430,5862
20000,16132
20001,21747
20002,16259
20003,17688
20004,11332
20005,25790
20006,16791
20007,11610
20008,16260
20009,8641
20010,24637
20011,15538
20012,25911
20013,10132
20014,40684
20015,17173
20016,13648
20017,15766
20018,11345
20019,20499
20020,13495
20021,21767
20022,11168
20023,10544
20024,12023
20025,13283
20026,13982
