14003,11467
14020,7536
14023,4312
14076,8132
14081,10454
14086,4058
14091,15077
14099,8817
14125,12664
14147,13016
14153,10557
14174,9919
14176,5292
14180,7055
14182,16837
14190,12201
14191,18310
14197,19594
14201,14048
14210,5648
14211,1763
14212,14152
14228,455
14230,10032
14231,6306
14253,5197
14258,11722
14280,14975
14295,4227
14296,4177
14298,7062
14307,12414
14316,8367
14318,14328
14319,15039
14322,5745
14328,13132
14331,6495
14338,3746
14343,12553
14358,10238
14362,15944
14370,3121
14371,13513
14410,14368
14416,10983
14418,15516
14438,7686
14447,15261
14451,8547
14477,13411
14481,9782
14486,16143
14487,12796
14511,8755
14518,8325
14525,12018
14537,5863
14544,6975
14547,12032
14554,5503
14561,3033
14566,9230
14577,13267
14603,11828
14614,1126
14640,383
14658,12223
14675,11614
14678,14800
14688,13656
14692,4329
14701,6956
14705,6800
14711,13852
14712,8347
14720,15410
14724,13127
14733,8158
14734,18153
14743,14200
14750,12548
14753,14638
14755,8225
14758,8162
14760,11723
14839,9703
14841,10032
14845,10706
14847,13939
14850,8968
14856,7106
14861,15709
14864,4206
14865,11642
14866,11734
14873,7504
14882,15510
14898,12044
14907,9833
14923,8026
14933,5990
14934,3170
14935,12384
14943,11795
14969,11385
14979,10009
14987,13187
15002,18770
15005,14609
15010,816
15011,6888
15013,6077
15026,5520
15038,11668
15041,11180
15049,11423
15051,21347
15062,2669
15064,12964
15077,6798
15086,12580
15109,15026
15127,10198
15143,14353
15157,9780
15158,13005
15162,10832
15171,12245
15178,13445
15180,9088
15188,5149
15191,16855
15194,10083
15197,14187
15218,6516
15227,6767
15235,8337
15238,11529
15244,4824
15246,9591
15258,9965
15267,18930
15274,8208
15277,12785
15282,13482
15283,13385
15291,11130
15294,12876
15296,11565
15300,12578
15303,5593
15306,13101
15312,11401
15313,7425
15321,4850
15325,9176
15349,9337
15350,5457
15353,17217
15355,10814
15396,10976
15414,15930
15427,19782
15432,9626
15452,12730
15490,12584
15512,11035
15513,9417
15521,8411
15530,16497
15534,11882
15551,14652
15553,13588
15560,11652
15584,8398
15586,9694
15597,12001
15601,1317
15670,7711
15672,16528
15695,1997
15707,2434
15727,13156
15735,8167
15749,12080
15752,11913
15754,15371
15760,5493
15769,12474
15781,12161
15792,4673
15800,14261
15801,7149
15803,8000
15807,17821
15810,5281
15811,4358
15814,7665
15818,11702
15826,14255
15835,10011
15837,14983
15839,10565
15872,10391
15886,8695
15896,15139
15911,7538
15917,11300
15931,5590
15938,10721
15946,14008
15948,12083
15956,9832
15975,6968
15980,4255
15982,8573
15984,4668
15987,18847
15996,10024
16044,18889
16046,11889
16047,4730
16048,6361
16074,9650
16075,10122
16078,9226
16080,12054
16110,9305
16120,10633
16121,7745
16122,9245
16125,13126
16128,7708
16144,6666
16168,4801
16178,16570
16181,8894
16196,9103
16199,1688
16207,15892
16208,7538
16216,16673
16218,15536
16229,7429
16238,16389
16242,21593
16245,19096
16250,16884
16251,22110
16254,2914
16263,7478
16311,12958
16314,15490
16322,22959
16331,9210
16335,14602
16344,16047
16352,19857
16362,4419
16376,8254
16382,14081
16384,9794
16385,13143
16394,14897
16398,10901
16400,6306
16403,8053
16428,2491
16430,9875
20000,6654
20001,13312
20002,7082
20003,16134
20004,8075
20005,12890
20006,11363
20007,4743
20008,6377
20009,585
20010,13106
20011,17420
20012,14442
20013,15486
20014,13707
20015,9309
20016,12136
20017,10814
20018,10915
20019,5736
20020,12759
20021,15906
20022,15089
20023,1090
20024,13015
20025,12490
20026,8955
