14003,16621
14020,13210
14023,29810
14076,26620
14081,19032
14086,14553
14091,15847
14099,14735
14125,30951
14147,15299
14153,24863
14174,16140
14176,16226
14180,11275
14182,16140
14190,19988
14191,15012
14197,15634
14201,15803
14210,11210
14211,10578
14212,17033
14228,11264
14230,24497
14231,17033
14253,15722
14258,13768
14280,11537
14295,26832
14296,16616
14298,26832
14307,8597
14316,3185
14318,3718
14319,4393
14322,6552
14328,3294
14331,8264
14338,6683
14343,3166
14358,5320
14362,3138
14370,2968
14371,3167
14410,3122
14416,3251
14418,4005
14438,8995
14447,4448
14451,3056
14477,3165
14481,3264
14486,4458
14487,5922
14511,3157
14518,7498
14525,8670
14537,8683
14544,2947
14547,4204
14554,3695
14561,8004
14566,5037
14577,9805
14603,3481
14614,3130
14640,3171
14658,3128
14675,9806
14678,10662
14688,3918
14692,5105
14701,3995
14705,3324
14711,9729
14712,3390
14720,3732
14724,9014
14733,4814
14734,4033
14743,7543
14750,8651
14753,4301
14755,5559
14758,9624
14760,6418
14839,23315
14841,15453
14845,22701
14847,22476
14850,24050
14856,14910
14861,11870
14864,23307
14865,10558
14866,10995
14873,21333
14882,12591
14898,24527
14907,12591
14923,16626
14933,11561
14934,31081
14935,16363
14943,25411
14969,8839
14979,15471
14987,9020
15002,24457
15005,10895
15010,11074
15011,17973
15013,20799
15026,16403
15038,11237
15041,8377
15049,19818
15051,17729
15062,11333
15064,14027
15077,11196
15086,15801
15109,26444
15127,31803
15143,8597
15157,8019
15158,7258
15162,6414
15171,3820
15178,4802
15180,3530
15188,4829
15191,4266
15194,4603
15197,6411
15218,3227
15227,7246
15235,7369
15238,7659
15244,3187
15246,7319
15258,8022
15267,4802
15274,3340
15277,3513
15282,3451
15283,4568
15291,6567
15294,7439
15296,3328
15300,6871
15303,3820
15306,3323
15312,4769
15313,3470
15321,4002
15325,3353
15349,7847
15350,3290
15353,3913
15355,8034
15396,3321
15414,4607
15427,2848
15432,4211
15452,3321
15490,4218
15512,5210
15513,3359
15521,5645
15530,8956
15534,3678
15551,3991
15553,10364
15560,7022
15584,8956
15586,6973
15597,10715
15601,4274
15670,21204
15672,15216
15695,22332
15707,21252
15727,12310
15735,11105
15749,15734
15752,23416
15754,14468
15760,11175
15769,16171
15781,15847
15792,15002
15800,20532
15801,14955
15803,15538
15807,10510
15810,15734
15811,12025
15814,11168
15818,14497
15826,23452
15835,16743
15837,24388
15839,20088
15872,23858
15886,11443
15896,14762
15911,15493
15917,16845
15931,16050
15938,15771
15946,25807
15948,16056
15956,13207
15975,7305
15980,7436
15982,8215
15984,7049
15987,3500
15996,8597
16044,4375
16046,3008
16047,4085
16048,5775
16074,5681
16075,4343
16078,3500
16080,6421
16110,11635
16120,3284
16121,4674
16122,8252
16125,3317
16128,3675
16144,3111
16168,4603
16178,3866
16181,7836
16196,3989
16199,3392
16207,6403
16208,3292
16216,3275
16218,7008
16229,2629
16238,2647
16242,6840
16245,4874
16250,6876
16251,3446
16254,3822
16263,3310
16311,3540
16314,4775
16322,11557
16331,3618
16335,3448
16344,6908
16352,5033
16362,3790
16376,3483
16382,7207
16384,3355
16385,3409
16394,8665
16398,6264
16400,4468
16403,7586
16428,4247
16430,5282
20000,14332
20001,20889
20002,15387
20003,16195
20004,14797
20005,23823
20006,16067
20007,11344
20008,14639
20009,10568
20010,22295
20011,14937
20012,23459
20013,11908
20014,34808
20015,16860
20016,14159
20017,13894
20018,11744
20019,22262
20020,14081
20021,17314
20022,10775
20023,11128
20024,14906
20025,15736
20026,14121
